Genre,Number of Games,Total Players,Average Playtime
1181780,0,"0 .. 20,000",0
953150,0,"0 .. 20,000",0
272920,0,"0 .. 20,000",0
557460,0,"0 .. 20,000",0
958190,0,"0 .. 20,000",0
776450,0,"0 .. 20,000",0
565490,0,"0 .. 20,000",0
556700,0,"0 .. 20,000",0
2811700,0,"0 .. 20,000",0
1045310,0,"0 .. 20,000",0
1179430,0,"0 .. 20,000",0
499760,0,"0 .. 20,000",0
1252480,0,"0 .. 20,000",0
2158510,0,"0 .. 20,000",0
526310,0,"0 .. 20,000",0
1245920,0,"0 .. 20,000",0
2735880,0,"0 .. 20,000",0
2069680,0,"0 .. 20,000",0
744720,0,"0 .. 20,000",0
2248540,0,"0 .. 20,000",0
792670,0,"0 .. 20,000",0
2175120,0,"0 .. 20,000",0
923650,0,"0 .. 20,000",0
928170,0,"0 .. 20,000",0
977670,0,"0 .. 20,000",0
407700,0,"0 .. 20,000",0
346300,0,"0 .. 20,000",0
1217280,0,"0 .. 20,000",0
685570,0,"0 .. 20,000",0
1500960,0,"0 .. 20,000",0
702180,0,"0 .. 20,000",0
1453350,0,"0 .. 20,000",0
765570,0,"0 .. 20,000",0
1446640,0,"0 .. 20,000",0
765090,0,"0 .. 20,000",0
1221520,0,"0 .. 20,000",0
1109380,0,"0 .. 20,000",0
941400,0,"0 .. 20,000",0
961720,0,"0 .. 20,000",0
926870,0,"0 .. 20,000",0
680500,0,"0 .. 20,000",0
1198020,0,"0 .. 20,000",0
1174890,0,"0 .. 20,000",0
870940,0,"0 .. 20,000",0
780690,0,"0 .. 20,000",0
580060,0,"0 .. 20,000",0
1762100,0,"0 .. 20,000",0
880320,0,"0 .. 20,000",0
1270890,0,"0 .. 20,000",0
1819960,0,"0 .. 20,000",0
1272460,0,"0 .. 20,000",0
333380,0,"0 .. 20,000",0
672220,0,"0 .. 20,000",0
1559670,0,"0 .. 20,000",0
2655040,0,"0 .. 20,000",0
2793300,0,"0 .. 20,000",0
336210,0,"0 .. 20,000",0
1900410,0,"0 .. 20,000",0
2669730,0,"0 .. 20,000",0
880770,0,"0 .. 20,000",0
1904030,0,"0 .. 20,000",0
1457100,0,"0 .. 20,000",0
1594970,0,"0 .. 20,000",0
1051630,0,"0 .. 20,000",0
1505670,0,"0 .. 20,000",0
935340,0,"0 .. 20,000",0
873000,0,"0 .. 20,000",0
1332190,0,"0 .. 20,000",0
1431340,0,"0 .. 20,000",0
2796100,0,"0 .. 20,000",0
1142890,0,"0 .. 20,000",0
585310,0,"0 .. 20,000",0
1630530,0,"0 .. 20,000",0
2955460,0,"0 .. 20,000",0
794780,0,"0 .. 20,000",0
346930,0,"0 .. 20,000",0
1159700,0,"0 .. 20,000",0
610210,0,"0 .. 20,000",0
1569370,0,"0 .. 20,000",0
613370,0,"0 .. 20,000",0
1838250,0,"0 .. 20,000",0
854310,0,"0 .. 20,000",0
1074860,0,"0 .. 20,000",0
2462340,0,"0 .. 20,000",0
1530370,0,"0 .. 20,000",0
792400,0,"0 .. 20,000",0
1248120,0,"0 .. 20,000",46
1041660,0,"0 .. 20,000",0
1374630,0,"0 .. 20,000",0
1311670,0,"0 .. 20,000",0
2362570,0,"0 .. 20,000",0
747730,0,"0 .. 20,000",0
830850,0,"0 .. 20,000",0
1329560,0,"0 .. 20,000",0
1471460,0,"0 .. 20,000",0
914680,0,"0 .. 20,000",0
2245490,0,"0 .. 20,000",0
887170,0,"0 .. 20,000",0
1912900,0,"0 .. 20,000",0
2185810,0,"0 .. 20,000",0
2207610,0,"0 .. 20,000",0
2516700,0,"0 .. 20,000",0
1256440,0,"0 .. 20,000",0
2722160,0,"0 .. 20,000",0
2950190,0,"0 .. 20,000",0
1607640,0,"0 .. 20,000",0
1995840,0,"0 .. 20,000",0
1201000,0,"0 .. 20,000",0
1392770,0,"0 .. 20,000",0
758210,0,"0 .. 20,000",22
2386840,0,"0 .. 20,000",0
461320,0,"0 .. 20,000",0
1115860,0,"0 .. 20,000",0
2097410,0,"0 .. 20,000",0
1383160,0,"0 .. 20,000",0
2429930,0,"0 .. 20,000",0
2835480,0,"0 .. 20,000",0
550740,0,"0 .. 20,000",0
369190,0,"0 .. 20,000",0
2555970,0,"0 .. 20,000",0
1462640,0,"0 .. 20,000",0
2102770,0,"0 .. 20,000",0
2819300,0,"0 .. 20,000",0
730270,0,"0 .. 20,000",0
356030,0,"0 .. 20,000",0
1132670,0,"0 .. 20,000",0
1300610,0,"0 .. 20,000",0
1866610,0,"0 .. 20,000",0
477140,0,"0 .. 20,000",505
1266120,0,"0 .. 20,000",0
1670010,0,"0 .. 20,000",0
699720,0,"0 .. 20,000",20
609170,0,"0 .. 20,000",96
1174550,0,"0 .. 20,000",0
2241580,0,"0 .. 20,000",0
1934020,0,"0 .. 20,000",0
2222020,0,"0 .. 20,000",0
1408080,0,"0 .. 20,000",0
1803590,0,"0 .. 20,000",0
1610120,0,"0 .. 20,000",0
1711120,0,"0 .. 20,000",0
1482150,0,"0 .. 20,000",0
2500680,0,"0 .. 20,000",0
1954930,0,"0 .. 20,000",0
2149430,0,"0 .. 20,000",0
2711070,0,"0 .. 20,000",0
1747900,0,"0 .. 20,000",0
2051640,0,"0 .. 20,000",0
1415010,0,"0 .. 20,000",0
2815830,0,"0 .. 20,000",0
2461840,0,"0 .. 20,000",0
1334650,0,"0 .. 20,000",0
1861630,0,"0 .. 20,000",0
340960,0,"0 .. 20,000",24
1579260,0,"0 .. 20,000",0
2095080,0,"0 .. 20,000",0
598430,0,"0 .. 20,000",0
3198360,0,"0 .. 20,000",143
1827660,0,"0 .. 20,000",311
2105600,0,"0 .. 20,000",34
2600830,0,"0 .. 20,000",0
2084590,0,"0 .. 20,000",206
979800,0,"0 .. 20,000",0
1112620,0,"0 .. 20,000",33
1299030,0,"0 .. 20,000",0
572160,0,"0 .. 20,000",0
2522160,0,"0 .. 20,000",0
1900020,0,"0 .. 20,000",257
1093790,0,"0 .. 20,000",0
2088630,0,"0 .. 20,000",47
688540,0,"0 .. 20,000",122
1234550,0,"0 .. 20,000",0
2311760,0,"0 .. 20,000",93
650350,0,"0 .. 20,000",0
1133330,0,"0 .. 20,000",57
1108170,0,"0 .. 20,000",0
645720,0,"0 .. 20,000",234
1594130,0,"0 .. 20,000",0
618100,0,"0 .. 20,000",110
2012140,0,"0 .. 20,000",0
779130,0,"0 .. 20,000",0
2409110,0,"0 .. 20,000",259
2063530,0,"0 .. 20,000",6
3064670,0,"0 .. 20,000",270
905490,0,"0 .. 20,000",372
809730,0,"0 .. 20,000",176
1407860,0,"0 .. 20,000",0
1285060,0,"0 .. 20,000",21
1299170,0,"0 .. 20,000",179
2927320,0,"0 .. 20,000",0
2534790,0,"0 .. 20,000",0
3349960,0,"0 .. 20,000",0
3176980,0,"0 .. 20,000",0
3365470,0,"0 .. 20,000",0
2994990,0,"0 .. 20,000",0
3438800,0,"0 .. 20,000",163
2780470,0,"0 .. 20,000",0
2542140,0,"0 .. 20,000",278
3487060,0,"0 .. 20,000",0
2624060,0,"0 .. 20,000",0
3078850,0,"0 .. 20,000",0
1386000,0,"0 .. 20,000",0
1311770,0,"0 .. 20,000",0
2667790,0,"0 .. 20,000",0
788870,0,"0 .. 20,000",0
432030,0,"0 .. 20,000",0
1189650,0,"0 .. 20,000",0
1377010,0,"0 .. 20,000",0
2533430,0,"0 .. 20,000",0
2257560,0,"0 .. 20,000",0
1096540,0,"0 .. 20,000",0
2378490,0,"0 .. 20,000",0
438310,0,"0 .. 20,000",0
1092500,0,"0 .. 20,000",0
2000980,0,"0 .. 20,000",0
598180,0,"0 .. 20,000",0
2562040,0,"0 .. 20,000",0
2613960,0,"0 .. 20,000",0
438440,0,"0 .. 20,000",0
2160420,0,"0 .. 20,000",0
1656840,0,"0 .. 20,000",0
2373390,0,"0 .. 20,000",0
2247760,0,"0 .. 20,000",121
1391540,0,"0 .. 20,000",0
1280950,0,"0 .. 20,000",0
1123400,0,"0 .. 20,000",0
1116080,0,"0 .. 20,000",0
918530,0,"0 .. 20,000",157
1422940,0,"0 .. 20,000",0
1355780,0,"0 .. 20,000",69
3345690,0,"0 .. 20,000",0
3015740,0,"0 .. 20,000",0
457250,0,"0 .. 20,000",0
1235710,0,"0 .. 20,000",0
2596530,0,"0 .. 20,000",0
3066260,0,"0 .. 20,000",115
2342690,0,"0 .. 20,000",0
2916470,0,"0 .. 20,000",0
2393910,0,"0 .. 20,000",0
958230,0,"0 .. 20,000",0
1273150,0,"0 .. 20,000",0
1250350,0,"0 .. 20,000",0
1448330,0,"0 .. 20,000",0
1185280,0,"0 .. 20,000",0
1889330,0,"0 .. 20,000",0
777890,0,"0 .. 20,000",0
779380,0,"0 .. 20,000",0
672490,0,"0 .. 20,000",1
625480,0,"0 .. 20,000",109
1567480,0,"0 .. 20,000",0
335940,0,"0 .. 20,000",74
2950820,0,"0 .. 20,000",0
1675090,0,"0 .. 20,000",0
1994720,0,"0 .. 20,000",0
440450,0,"0 .. 20,000",0
886710,0,"0 .. 20,000",0
1194750,0,"0 .. 20,000",0
250540,0,"0 .. 20,000",0
2154890,0,"0 .. 20,000",0
1582500,0,"0 .. 20,000",0
1915430,0,"0 .. 20,000",0
1954550,0,"0 .. 20,000",0
2878030,0,"0 .. 20,000",47
3113230,0,"0 .. 20,000",0
2598800,0,"0 .. 20,000",86
3079970,0,"0 .. 20,000",209
2764750,0,"0 .. 20,000",593
1782190,0,"0 .. 20,000",0
1303170,0,"0 .. 20,000",0
1013970,0,"0 .. 20,000",0
1438940,0,"0 .. 20,000",0
2574470,0,"0 .. 20,000",0
845400,0,"0 .. 20,000",0
2266020,0,"0 .. 20,000",0
1868080,0,"0 .. 20,000",0
699100,0,"0 .. 20,000",0
2476730,0,"0 .. 20,000",0
1706920,0,"0 .. 20,000",0
488590,0,"0 .. 20,000",4
982060,0,"0 .. 20,000",0
1138260,0,"0 .. 20,000",38
2826730,0,"0 .. 20,000",0
2160190,0,"0 .. 20,000",0
1029260,0,"0 .. 20,000",58
1058680,0,"0 .. 20,000",0
1042230,0,"0 .. 20,000",0
1107490,0,"0 .. 20,000",0
393800,0,"0 .. 20,000",0
768370,0,"0 .. 20,000",816
860190,0,"0 .. 20,000",15
1588040,0,"0 .. 20,000",0
674250,0,"0 .. 20,000",0
999190,0,"0 .. 20,000",0
577210,0,"0 .. 20,000",92
601120,0,"0 .. 20,000",0
376880,0,"0 .. 20,000",46
548650,0,"0 .. 20,000",676
544410,0,"0 .. 20,000",0
1005730,0,"0 .. 20,000",0
413110,0,"0 .. 20,000",376
748310,0,"0 .. 20,000",0
441230,0,"0 .. 20,000",0
2723340,0,"0 .. 20,000",0
2461880,0,"0 .. 20,000",0
502600,0,"0 .. 20,000",0
1494780,0,"0 .. 20,000",0
504470,0,"0 .. 20,000",0
526240,0,"0 .. 20,000",0
3388780,0,"0 .. 20,000",0
838820,0,"0 .. 20,000",0
347050,0,"0 .. 20,000",0
1470750,0,"0 .. 20,000",0
1343130,0,"0 .. 20,000",0
2380850,0,"0 .. 20,000",0
1177850,0,"0 .. 20,000",0
2189930,0,"0 .. 20,000",0
2426100,0,"0 .. 20,000",0
2764870,0,"0 .. 20,000",0
1422680,0,"0 .. 20,000",0
1489520,0,"0 .. 20,000",0
1852180,0,"0 .. 20,000",0
2429580,0,"0 .. 20,000",0
1066930,0,"0 .. 20,000",0
1187520,0,"0 .. 20,000",0
1661390,0,"0 .. 20,000",0
1365540,0,"0 .. 20,000",0
554550,0,"0 .. 20,000",0
1927820,0,"0 .. 20,000",0
442660,0,"0 .. 20,000",15
1302480,0,"0 .. 20,000",0
2442660,0,"0 .. 20,000",0
559630,0,"0 .. 20,000",0
745930,0,"0 .. 20,000",0
1710500,0,"0 .. 20,000",0
1462190,0,"0 .. 20,000",0
1777960,0,"0 .. 20,000",0
1848390,0,"0 .. 20,000",0
1188590,0,"0 .. 20,000",0
2227710,0,"0 .. 20,000",0
2230030,0,"0 .. 20,000",0
2871700,0,"0 .. 20,000",0
1417740,0,"0 .. 20,000",0
2181140,0,"0 .. 20,000",0
2339220,0,"0 .. 20,000",0
2312650,0,"0 .. 20,000",0
1249890,0,"0 .. 20,000",0
2255380,0,"0 .. 20,000",0
1592020,0,"0 .. 20,000",0
1616540,0,"0 .. 20,000",0
1671240,0,"0 .. 20,000",0
1859840,0,"0 .. 20,000",0
2973700,0,"0 .. 20,000",0
2812530,0,"0 .. 20,000",0
1892040,0,"0 .. 20,000",0
2600670,0,"0 .. 20,000",0
3404170,0,"0 .. 20,000",0
2681580,0,"0 .. 20,000",0
309900,0,"0 .. 20,000",0
1062480,0,"0 .. 20,000",0
1064080,0,"0 .. 20,000",0
963180,0,"0 .. 20,000",0
687640,0,"0 .. 20,000",0
598690,0,"0 .. 20,000",44
1332630,0,"0 .. 20,000",0
601620,0,"0 .. 20,000",0
1270840,0,"0 .. 20,000",0
836580,0,"0 .. 20,000",0
551960,0,"0 .. 20,000",0
528980,0,"0 .. 20,000",45
2199810,0,"0 .. 20,000",0
734350,0,"0 .. 20,000",0
1565830,0,"0 .. 20,000",0
702080,0,"0 .. 20,000",0
414490,0,"0 .. 20,000",0
1144270,0,"0 .. 20,000",0
893910,0,"0 .. 20,000",0
1786150,0,"0 .. 20,000",0
852880,0,"0 .. 20,000",0
935970,0,"0 .. 20,000",0
3050760,0,"0 .. 20,000",0
2025280,0,"0 .. 20,000",0
1499890,0,"0 .. 20,000",0
1681580,0,"0 .. 20,000",0
2673010,0,"0 .. 20,000",0
2490080,0,"0 .. 20,000",0
1351380,0,"0 .. 20,000",0
2521740,0,"0 .. 20,000",0
3509120,0,"0 .. 20,000",0
3210270,0,"0 .. 20,000",0
2944920,0,"0 .. 20,000",0
2629370,0,"0 .. 20,000",0
2662280,0,"0 .. 20,000",0
3401390,0,"0 .. 20,000",0
3405020,0,"0 .. 20,000",0
2103020,0,"0 .. 20,000",0
2421470,0,"0 .. 20,000",0
1730060,0,"0 .. 20,000",0
2605350,0,"0 .. 20,000",0
1627750,0,"0 .. 20,000",0
2569220,0,"0 .. 20,000",0
2237070,0,"0 .. 20,000",0
2452350,0,"0 .. 20,000",0
2650450,0,"0 .. 20,000",0
2640130,0,"0 .. 20,000",0
2918270,0,"0 .. 20,000",0
2248380,0,"0 .. 20,000",0
2531560,0,"0 .. 20,000",0
2436390,0,"0 .. 20,000",0
3146270,0,"0 .. 20,000",0
2671050,0,"0 .. 20,000",0
3099030,0,"0 .. 20,000",0
2198370,0,"0 .. 20,000",0
1168400,0,"0 .. 20,000",0
1520160,0,"0 .. 20,000",17
2595700,0,"0 .. 20,000",0
2397240,0,"0 .. 20,000",0
3172550,0,"0 .. 20,000",0
2810700,0,"0 .. 20,000",0
3230240,0,"0 .. 20,000",0
3151530,0,"0 .. 20,000",0
3408950,0,"0 .. 20,000",0
2701060,0,"0 .. 20,000",0
2844310,0,"0 .. 20,000",0
2777360,0,"0 .. 20,000",0
3399480,0,"0 .. 20,000",0
2901570,0,"0 .. 20,000",0
2705210,0,"0 .. 20,000",50
3062500,0,"0 .. 20,000",589
2435910,0,"0 .. 20,000",0
3082840,0,"0 .. 20,000",0
2261150,0,"0 .. 20,000",0
2421520,0,"0 .. 20,000",0
3149100,0,"0 .. 20,000",0
1425300,0,"0 .. 20,000",0
1528230,0,"0 .. 20,000",0
2296870,0,"0 .. 20,000",0
1625330,0,"0 .. 20,000",0
1989200,0,"0 .. 20,000",0
1774130,0,"0 .. 20,000",0
2898240,0,"0 .. 20,000",0
2017920,0,"0 .. 20,000",0
2844520,0,"0 .. 20,000",0
547120,0,"0 .. 20,000",0
1045390,0,"0 .. 20,000",0
1308140,0,"0 .. 20,000",0
1029640,0,"0 .. 20,000",0
1119970,0,"0 .. 20,000",179
555970,0,"0 .. 20,000",0
843500,0,"0 .. 20,000",171
455590,0,"0 .. 20,000",0
1318530,0,"0 .. 20,000",0
622420,0,"0 .. 20,000",0
1191590,0,"0 .. 20,000",0
608580,0,"0 .. 20,000",0
866260,0,"0 .. 20,000",0
788490,0,"0 .. 20,000",0
1050080,0,"0 .. 20,000",0
941020,0,"0 .. 20,000",11
903180,0,"0 .. 20,000",0
1499750,0,"0 .. 20,000",0
855770,0,"0 .. 20,000",0
704140,0,"0 .. 20,000",0
1020120,0,"0 .. 20,000",0
367030,0,"0 .. 20,000",10
662910,0,"0 .. 20,000",0
491440,0,"0 .. 20,000",0
1344950,0,"0 .. 20,000",0
1352180,0,"0 .. 20,000",0
1578890,0,"0 .. 20,000",0
1358320,0,"0 .. 20,000",0
1383490,0,"0 .. 20,000",0
1644600,0,"0 .. 20,000",0
1801670,0,"0 .. 20,000",0
453030,0,"0 .. 20,000",0
436510,0,"0 .. 20,000",2
1571750,0,"0 .. 20,000",0
1912140,0,"0 .. 20,000",0
1831140,0,"0 .. 20,000",0
904640,0,"0 .. 20,000",0
536660,0,"0 .. 20,000",0
1278370,0,"0 .. 20,000",0
308540,0,"0 .. 20,000",0
1366320,0,"0 .. 20,000",0
1423090,0,"0 .. 20,000",0
1556420,0,"0 .. 20,000",0
1326110,0,"0 .. 20,000",0
827930,0,"0 .. 20,000",0
2115140,0,"0 .. 20,000",0
1083580,0,"0 .. 20,000",0
758560,0,"0 .. 20,000",191
342530,0,"0 .. 20,000",163
1037830,0,"0 .. 20,000",0
2310260,0,"0 .. 20,000",0
1929530,0,"0 .. 20,000",0
914130,0,"0 .. 20,000",0
3300670,0,"0 .. 20,000",0
2451370,0,"0 .. 20,000",0
917600,0,"0 .. 20,000",0
2566240,0,"0 .. 20,000",0
1688730,0,"0 .. 20,000",0
1687480,0,"0 .. 20,000",0
1039430,0,"0 .. 20,000",0
2102870,0,"0 .. 20,000",0
2669540,0,"0 .. 20,000",0
609400,0,"0 .. 20,000",0
1491050,0,"0 .. 20,000",0
383010,0,"0 .. 20,000",0
2065620,0,"0 .. 20,000",0
1253050,0,"0 .. 20,000",0
1873200,0,"0 .. 20,000",0
2097150,0,"0 .. 20,000",0
1726860,0,"0 .. 20,000",0
1665490,0,"0 .. 20,000",0
1016750,0,"0 .. 20,000",0
1403130,0,"0 .. 20,000",0
925880,0,"0 .. 20,000",0
1235440,0,"0 .. 20,000",0
2927860,0,"0 .. 20,000",0
503390,0,"0 .. 20,000",0
2442120,0,"0 .. 20,000",0
698650,0,"0 .. 20,000",0
1340440,0,"0 .. 20,000",0
1698680,0,"0 .. 20,000",0
1060350,0,"0 .. 20,000",0
1396480,0,"0 .. 20,000",0
1165460,0,"0 .. 20,000",0
520230,0,"0 .. 20,000",0
1044800,0,"0 .. 20,000",0
883170,0,"0 .. 20,000",0
2057040,0,"0 .. 20,000",0
509260,0,"0 .. 20,000",0
2234820,0,"0 .. 20,000",0
747750,0,"0 .. 20,000",0
1062850,0,"0 .. 20,000",0
1220830,0,"0 .. 20,000",0
942320,0,"0 .. 20,000",0
1131160,0,"0 .. 20,000",0
725550,0,"0 .. 20,000",0
518610,0,"0 .. 20,000",0
1595260,0,"0 .. 20,000",0
1160480,0,"0 .. 20,000",0
766430,0,"0 .. 20,000",0
472720,0,"0 .. 20,000",0
436410,0,"0 .. 20,000",0
1127200,0,"0 .. 20,000",0
1432840,0,"0 .. 20,000",0
874180,0,"0 .. 20,000",0
859420,0,"0 .. 20,000",0
717680,0,"0 .. 20,000",0
438160,0,"0 .. 20,000",0
1378250,0,"0 .. 20,000",0
1338910,0,"0 .. 20,000",0
1132640,0,"0 .. 20,000",0
1107170,0,"0 .. 20,000",0
978380,0,"0 .. 20,000",0
941340,0,"0 .. 20,000",0
943440,0,"0 .. 20,000",0
1779770,0,"0 .. 20,000",0
1488000,0,"0 .. 20,000",0
1469890,0,"0 .. 20,000",0
1489820,0,"0 .. 20,000",0
1180070,0,"0 .. 20,000",0
1274160,0,"0 .. 20,000",0
886210,0,"0 .. 20,000",0
1023100,0,"0 .. 20,000",0
915430,0,"0 .. 20,000",0
553530,0,"0 .. 20,000",0
424310,0,"0 .. 20,000",0
397830,0,"0 .. 20,000",0
1874510,0,"0 .. 20,000",0
1635290,0,"0 .. 20,000",0
1512950,0,"0 .. 20,000",0
873740,0,"0 .. 20,000",0
766620,0,"0 .. 20,000",0
381290,0,"0 .. 20,000",0
1451200,0,"0 .. 20,000",0
1893300,0,"0 .. 20,000",0
1306900,0,"0 .. 20,000",0
531080,0,"0 .. 20,000",0
1524920,0,"0 .. 20,000",0
1484660,0,"0 .. 20,000",0
974860,0,"0 .. 20,000",0
394960,0,"0 .. 20,000",0
378280,0,"0 .. 20,000",0
412640,0,"0 .. 20,000",0
646830,0,"0 .. 20,000",0
1446660,0,"0 .. 20,000",0
388830,0,"0 .. 20,000",0
933590,0,"0 .. 20,000",0
1350810,0,"0 .. 20,000",0
1376340,0,"0 .. 20,000",0
2381810,0,"0 .. 20,000",0
2282730,0,"0 .. 20,000",0
2679340,0,"0 .. 20,000",0
2201790,0,"0 .. 20,000",0
1379070,0,"0 .. 20,000",0
1225240,0,"0 .. 20,000",0
1395510,0,"0 .. 20,000",0
522960,0,"0 .. 20,000",0
1152660,0,"0 .. 20,000",0
628940,0,"0 .. 20,000",0
1287230,0,"0 .. 20,000",0
810580,0,"0 .. 20,000",0
602180,0,"0 .. 20,000",0
384920,0,"0 .. 20,000",0
1256510,0,"0 .. 20,000",0
747330,0,"0 .. 20,000",0
2007150,0,"0 .. 20,000",0
972080,0,"0 .. 20,000",0
948270,0,"0 .. 20,000",0
1987810,0,"0 .. 20,000",0
1209740,0,"0 .. 20,000",0
1803620,0,"0 .. 20,000",0
1902200,0,"0 .. 20,000",0
689660,0,"0 .. 20,000",0
2515060,0,"0 .. 20,000",0
1194770,0,"0 .. 20,000",0
616330,0,"0 .. 20,000",13
1734310,0,"0 .. 20,000",0
973560,0,"0 .. 20,000",0
907870,0,"0 .. 20,000",0
1969180,0,"0 .. 20,000",0
1345180,0,"0 .. 20,000",0
779110,0,"0 .. 20,000",0
1392570,0,"0 .. 20,000",0
1430820,0,"0 .. 20,000",0
2669680,0,"0 .. 20,000",0
733550,0,"0 .. 20,000",0
1004780,0,"0 .. 20,000",0
558740,0,"0 .. 20,000",0
717020,0,"0 .. 20,000",0
2784770,0,"0 .. 20,000",0
1331540,0,"0 .. 20,000",0
684560,0,"0 .. 20,000",0
988250,0,"0 .. 20,000",0
1827060,0,"0 .. 20,000",0
1944130,0,"0 .. 20,000",0
847460,0,"0 .. 20,000",0
1281580,0,"0 .. 20,000",0
2567800,0,"0 .. 20,000",0
960800,0,"0 .. 20,000",0
1315040,0,"0 .. 20,000",0
456150,0,"0 .. 20,000",0
421110,0,"0 .. 20,000",0
910770,0,"0 .. 20,000",0
2353660,0,"0 .. 20,000",0
2063790,0,"0 .. 20,000",0
1578380,0,"0 .. 20,000",0
878030,0,"0 .. 20,000",0
1608330,0,"0 .. 20,000",0
1973620,0,"0 .. 20,000",0
2113230,0,"0 .. 20,000",0
2252870,0,"0 .. 20,000",0
2126580,0,"0 .. 20,000",0
2515520,0,"0 .. 20,000",0
777530,0,"0 .. 20,000",0
1901090,0,"0 .. 20,000",0
3113640,0,"0 .. 20,000",0
583000,0,"0 .. 20,000",0
3127480,0,"0 .. 20,000",0
738350,0,"0 .. 20,000",0
3061040,0,"0 .. 20,000",0
2503600,0,"0 .. 20,000",0
1665570,0,"0 .. 20,000",0
2445350,0,"0 .. 20,000",0
1177480,0,"0 .. 20,000",0
2762610,0,"0 .. 20,000",0
2795130,0,"0 .. 20,000",0
640080,0,"0 .. 20,000",0
2943620,0,"0 .. 20,000",0
1058990,0,"0 .. 20,000",0
1778200,0,"0 .. 20,000",0
1233230,0,"0 .. 20,000",0
2392810,0,"0 .. 20,000",0
2831550,0,"0 .. 20,000",0
2821740,0,"0 .. 20,000",0
604530,0,"0 .. 20,000",91
2175450,0,"0 .. 20,000",0
2960010,0,"0 .. 20,000",0
3019270,0,"0 .. 20,000",0
1729640,0,"0 .. 20,000",0
1948140,0,"0 .. 20,000",0
2272950,0,"0 .. 20,000",0
3179010,0,"0 .. 20,000",0
948220,0,"0 .. 20,000",0
1666660,0,"0 .. 20,000",0
436480,0,"0 .. 20,000",0
1634940,0,"0 .. 20,000",0
1999320,0,"0 .. 20,000",0
2985910,0,"0 .. 20,000",0
2246640,0,"0 .. 20,000",0
3152530,0,"0 .. 20,000",0
2116770,0,"0 .. 20,000",0
454770,0,"0 .. 20,000",159
1990980,0,"0 .. 20,000",0
2394070,0,"0 .. 20,000",0
672790,0,"0 .. 20,000",0
2832220,0,"0 .. 20,000",0
1251410,0,"0 .. 20,000",0
2368100,0,"0 .. 20,000",0
2324090,0,"0 .. 20,000",27132
2295280,0,"0 .. 20,000",0
2019920,0,"0 .. 20,000",0
1896550,0,"0 .. 20,000",71
1076480,0,"0 .. 20,000",0
2471090,0,"0 .. 20,000",0
1743570,0,"0 .. 20,000",0
1268350,0,"0 .. 20,000",0
1484940,0,"0 .. 20,000",0
1242630,0,"0 .. 20,000",0
2094850,0,"0 .. 20,000",0
2360560,0,"0 .. 20,000",0
1859990,0,"0 .. 20,000",54
2462570,0,"0 .. 20,000",0
1552680,0,"0 .. 20,000",0
1224900,0,"0 .. 20,000",0
2602540,0,"0 .. 20,000",0
1543590,0,"0 .. 20,000",94
1906050,0,"0 .. 20,000",0
1334500,0,"0 .. 20,000",0
1839060,0,"0 .. 20,000",467
2419800,0,"0 .. 20,000",1
2758260,0,"0 .. 20,000",0
1269310,0,"0 .. 20,000",3143
1619350,0,"0 .. 20,000",33
1327920,0,"0 .. 20,000",92
2434120,0,"0 .. 20,000",0
1619790,0,"0 .. 20,000",0
1478970,0,"0 .. 20,000",0
2234960,0,"0 .. 20,000",0
772180,0,"0 .. 20,000",0
529020,0,"0 .. 20,000",0
1906230,0,"0 .. 20,000",0
957070,0,"0 .. 20,000",0
1750110,0,"0 .. 20,000",114
648050,0,"0 .. 20,000",0
2280060,0,"0 .. 20,000",0
2372330,0,"0 .. 20,000",238
577970,0,"0 .. 20,000",112
2278830,0,"0 .. 20,000",224
1476350,0,"0 .. 20,000",174
1092590,0,"0 .. 20,000",69
3179880,0,"0 .. 20,000",0
1731170,0,"0 .. 20,000",0
2697610,0,"0 .. 20,000",0
3180610,0,"0 .. 20,000",0
2838160,0,"0 .. 20,000",0
3648540,0,"0 .. 20,000",0
2820390,0,"0 .. 20,000",0
2551300,0,"0 .. 20,000",0
2994150,0,"0 .. 20,000",0
3215290,0,"0 .. 20,000",0
2818480,0,"0 .. 20,000",333
3137520,0,"0 .. 20,000",0
1530580,0,"0 .. 20,000",0
2203850,0,"0 .. 20,000",0
1100880,0,"0 .. 20,000",0
1256350,0,"0 .. 20,000",0
1274560,0,"0 .. 20,000",0
2008650,0,"0 .. 20,000",0
2734250,0,"0 .. 20,000",0
1833910,0,"0 .. 20,000",0
1126100,0,"0 .. 20,000",0
1141640,0,"0 .. 20,000",0
2225600,0,"0 .. 20,000",0
616660,0,"0 .. 20,000",10
367820,0,"0 .. 20,000",0
537060,0,"0 .. 20,000",8
2524920,0,"0 .. 20,000",0
797040,0,"0 .. 20,000",0
2022140,0,"0 .. 20,000",0
1576560,0,"0 .. 20,000",0
2114500,0,"0 .. 20,000",0
229560,0,"0 .. 20,000",0
1307180,0,"0 .. 20,000",0
1357890,0,"0 .. 20,000",0
493400,0,"0 .. 20,000",46
1223530,0,"0 .. 20,000",0
2191570,0,"0 .. 20,000",0
462480,0,"0 .. 20,000",0
979010,0,"0 .. 20,000",1076
2362120,0,"0 .. 20,000",0
1048580,0,"0 .. 20,000",0
1248550,0,"0 .. 20,000",0
2230220,0,"0 .. 20,000",0
1498250,0,"0 .. 20,000",0
864730,0,"0 .. 20,000",50
1292700,0,"0 .. 20,000",0
1837690,0,"0 .. 20,000",0
